pid,rho,depth,is_cantor,regression,abstention,guard_width,guard_covers_delta
4132118fbfcb7d02,0.4,2,False,0.0,1.0,0.07999999999999999,True
4647ad5e9d64bb99,0.4,2,False,0.0,1.0,0.07999999999999999,True
4cfbab1a43f70d42,0.4,2,False,0.0,0.453125,0.07999999999999999,True
4d1f7f8fc78ffcb3,0.4,2,False,0.0,0.484375,0.07999999999999999,True
4e1767c6de4cde3e,0.4,2,False,0.0,0.40625,0.07999999999999999,True
54e36c9a152122c6,0.4,2,False,0.0,0.6875,0.07999999999999999,True
5acf465df0c95811,0.4,2,False,0.0,1.0,0.07999999999999999,True
5b3b3c5dbccfe07d,0.4,2,False,0.0,0.0,0.07999999999999999,True
5d941bb516ace191,0.4,2,False,0.0,0.0,0.07999999999999999,True
5e2255cad4226c93,0.4,2,False,0.0,0.53125,0.07999999999999999,True
753ece303f221daa,0.4,2,False,0.0,0.0,0.07999999999999999,True
7c5a1203bd8152f8,0.4,2,False,0.0,0.0,0.07999999999999999,True
7cb1a1cd2792a86d,0.4,2,False,0.0,0.0,0.07999999999999999,True
84e68003461a280a,0.4,2,False,0.0,0.46875,0.07999999999999999,True
86c5ed4fd9c0e7d7,0.4,2,False,0.0,1.0,0.07999999999999999,True
87f005d7afd3584c,0.4,2,False,0.0,0.0,0.07999999999999999,True
948c482fa1e98c61,0.4,2,False,0.0,1.0,0.07999999999999999,True
95c450a5783d98d1,0.4,2,False,0.0,1.0,0.07999999999999999,True
962112f68f3a341f,0.4,2,False,0.0,0.0,0.07999999999999999,True
9d8f3a4960923e59,0.4,2,False,0.0,0.53125,0.07999999999999999,True
a4878fe676591a15,0.4,2,False,0.0,0.0,0.07999999999999999,True
a5faf107b3078ea8,0.4,2,False,0.0,1.0,0.07999999999999999,True
acef3ec6bce666a4,0.4,2,False,0.0,1.0,0.07999999999999999,True
b21341dd316738f2,0.4,2,False,0.0,0.328125,0.07999999999999999,True
b2eb3caca901547c,0.4,2,False,0.0,0.0,0.07999999999999999,True
ba0adcf440633ccd,0.4,2,False,0.0,0.0,0.07999999999999999,True
bed42d372da68bcf,0.4,2,False,0.0,1.0,0.07999999999999999,True
bed783f3426e6c62,0.4,2,False,0.0,0.0,0.07999999999999999,True
ca2e4b8acfc76ed8,0.4,2,False,0.0,0.0,0.07999999999999999,True
d3d40143c3aa83cb,0.4,2,False,0.0,0.0,0.07999999999999999,True
d4e67aa01c9c7de9,0.4,2,False,0.0,0.5,0.07999999999999999,True
d7e864250e2329ad,0.4,2,False,0.0,0.0,0.07999999999999999,True
dc19efaab1254b8f,0.4,2,False,0.0,0.0,0.07999999999999999,True
e8cbf9e8f28cd4f8,0.4,2,False,0.0,1.0,0.07999999999999999,True
e9d55b39070c97b4,0.4,2,False,0.0,0.53125,0.07999999999999999,True
edf1c65a27d8596e,0.4,2,False,0.0,1.0,0.07999999999999999,True
f0f8df03bbe5e63a,0.4,2,False,0.0,0.46875,0.07999999999999999,True
f3154aca0f41e4de,0.4,2,False,0.0,1.0,0.07999999999999999,True
f4e2834f7bbc3f6e,0.4,2,False,0.0,0.484375,0.07999999999999999,True
f7d9ded34c4884e0,0.4,2,False,0.0,0.0,0.07999999999999999,True
f8e403137f14303f,0.4,2,False,0.0,1.0,0.07999999999999999,True
026a23af85772b02,0.44,2,False,0.0,0.0,0.0528,True
057ab6564f48b1b2,0.44,2,False,0.0,0.0,0.0528,True
096cb45a456f6f78,0.44,2,False,0.0,0.46875,0.0528,True
09f7c3f44ef1d3bb,0.44,2,False,0.0,0.0,0.0528,True
0ce56571dce9f025,0.44,2,False,0.0,1.0,0.0528,True
1070deb51a4272a1,0.44,2,False,0.0,0.359375,0.0528,True
1332de0a8d59573a,0.44,2,False,0.0,0.0,0.0528,True
186b7c1f03e07257,0.44,2,False,0.0,1.0,0.0528,True
